id,nome,indirizzo,numero-civico,cap,quartiere,citta,geolocazione,telefono,fax,mobile,email,web,tipi,tipi-specifici,agenzia.intestazione,consolato.stato,consolato.console,consolato.pec,consolato.orari.giorni,consolato.orari.apertura,consolato.orari.chiusura,consolato.orari.note,accoglienza.stelle,accoglienza.camere,accoglienza.sale_meeting,accoglienza.residences,accoglienza.descrizione,accoglienza.direttore,accoglienza.gestione,divertimento-e-ristoro.cucina,divertimento-e-ristoro.orari.giorni,divertimento-e-ristoro.orari.apertura,divertimento-e-ristoro.orari.chiusura,divertimento-e-ristoro.orari.note,divertimento-e-ristoro.informazioni,luogo-da-visitare.orari.giorni,luogo-da-visitare.orari.apertura,luogo-da-visitare.orari.chiusura,luogo-da-visitare.orari.note,luogo-da-visitare.orari.visite,luogo-da-visitare.orari.servizi,luogo-da-visitare.orari.prezzi,luogo-da-visitare.informazioni_storiche,luogo-da-visitare.note,luogo-da-visitare.gestore.nome,luogo-da-visitare.gestore.indirizzo,luogo-da-visitare.gestore.cap,luogo-da-visitare.gestore.localita,luogo-da-visitare.gestore.mobile,luogo-da-visitare.gestore.telefono,luogo-da-visitare.gestore.fax,luogo-da-visitare.gestore.email,luogo-da-visitare.gestore.web,icon
169,Benfratelli,Via Ignazio Gioè,13,90146,,Palermo,"38.160055799999988,13.3085094",091/887232 - 0917542959,,3493010303,info@benfratellibb.it,http://www.benfratellibb.it,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
170,Carmelita,Via Sampolo,47,90143,,Palermo,"38.138933199999997,13.3526895",091/253681,,3391222310,bnbcarmelita@libero.it,,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Il B&B Carmelita sarà lieto di accogliere gli ospiti in un ambiente familiare e amichevole. Il B&B mette a disposizione degli ospiti due descrizione, una matrimoniale e una doppia, dotate di tutti i comfort, climatizzatore, tv, frigobar, connessione internet. Si segnala inoltre la disponibilità di parcheggio nel garage condominiale. A disposizione dei clienti phon e macchina caffè espresso. Il B&B è situato nelle vicinanze del porto per chi viaggia con la propria auto o in barca. Inoltre è in una zona tranquilla e ben servita: bar, ristoranti, supermercati e negozi per fare shopping e le fermate delle linee principali di autobus e metropolitana, situate in un raggio di 200 metri e da cui sono raggiungibili in 15 minuti il centro storico e la spiaggia di Mondello. Il Giardino Inglese, uno dei parchi principali della città, è raggiungibile a piedi in 5 min. Simpatia, cortesia, consigli e curiosità relative alla Città , renderanno ancor più soddisfacente la vostra vacanza: sarà un piacere poter partecipare alla programmazione di un itinerario, alla scelta di un'escursione o semplicemente darvi qualche notizia in più da aggiungere a quelle in vostro possesso. E' inoltre a disposizione una fornita bibliografia su Palermo e provincia e della Sicilia in generale.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
171,Casa Acquarello,Viale Orfeo,41893,90149,,Palermo,"38.192653300000003,13.3337121",091/51763,,3287323324,info@casacquarello.it,,accoglienza,Bed and Breakfast,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
172,Casa c'un Pari,Via Restivo Empedocle,95,90144,,Palermo,"38.148578399999998,13.333296900000001",091/523375,,3495239315,casacunpari@hotmail.com,http://www.casacunpari.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Il B&B Casa C'un Pari è un bellissimo appartamento ristrutturato nel 2009, dotato di tutti i comfort necessari a rendere il vostro soggiorno più confortevole possibile. L'appartamento è situato in via E. Restivo n°95, in un quartiere centralissimo e pieno di attività commerciali. La zona offre, infatti, numerosi ristoranti, negozi per lo shopping, oltre a numerosi impianti sportivi come la piscina comunale al chiuso e all'aperto, il bowling, il Circolo del Tennis, campi da golf, lo Stadio sede delle partite dell'U.S. Città di PALERMO, e tanto altro ancora. Inoltre vicinissimi sono anche i mezzi pubblici che vi permetteranno di raggiungere in breve tempo tutti i maggiori luoghi d'interesse come la spiaggia di Mondello o il centro storico.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
173,Casa Carlotta,Via XX Settembre,14,90141,,Palermo,"38.1248571,13.353763499999999",091/118305,,3477001921,carlottanodice@hotmail.it,,accoglienza,Bed and Breakfast,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
174,Casa Mediterraneo,Via Vincenzo di Marco,45,90143,,Palermo,"38.137227500000002,13.3494952",091/2548894,,3389158839,info@casamediterraneo.it,http://www.casamediterraneo.it,accoglienza,Bed and Breakfast,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
175,Casa degli Artisti,Via Lincoln,101,90133,,Palermo,"38.112415599999999,13.370011999999999",091/840398,,3343324090,info@casaartisti.it,http://www.casaartisti.it,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Una vacanza nel centro storico di Palermo, non c'è niente di meglio per trascorrere qualche giorno nel cuore antico della città. Gli ospiti del B&B saranno accolti da un atmosfera magica e mediterranea che le opere dell'artista Anna Maria Sannino (di fama nazionale ed estera) suscitano a chiunque le osservi. Una sala comune accoglierà gli ospiti per garantire loro un ottimo risveglio con una gradevole prima colazione sperando di ricreare un ambiente piacevole e cordiale. Approfittate del vostro soggiorno nel nostro bed & breakfast e troverete ospitalità, comfort e tanti buoni consigli sui percorsi da fare e le opere da visitare.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
176,Casa e Putia,Via Belgio,2,90146,,Palermo,"38.1508635,13.3297074",091/17890,,3494654233 - 3332261976,casaeputia@gmail.com,,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
12,Ai Vicerè,Via Pignatelli Aragona,82,90141,,Palermo,"38.120902000000001,13.355374899999999",091/073915,,3425605626,info@aivicere.com,http://www.bedandbreakfast-palermo.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Il B&B ai Vicerè è situato a pochi passi dal Teatro Massimo di Palermo, in centro città. Le descrizione ampie e confortevoli sono dotati di bagno privato. Il bed and breakfast è uno tra i più raccomandati da Tripadvisor vincitore del premio eccellenza 2013.",Luca Lepre,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
129,120 Rodionoff,Via Giuseppe Sciuti,120,90144,,Palermo,"38.137656500000013,13.3400889",091/250535,,3337091711,bb.rodionoff@gmail.com,http://www.bb-rodionoff.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"120 Rodionoff B&B Palermo è un bed & breakfast moderno e raffinato situato in una elegante palazzina nel cuore di Palermo, Sicilia. 120 Rodionoff B&B Palermo si trova in una posizione strategica, nel centro di Palermo ma in una zona tranquilla. A soli 5 minuti a piedi dalla fermata della metropolitana Notarbartolo.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
131,A casa di amici,Via Volturno,6,90138,,Palermo,"38.119781699999997,13.3552436",091/84884,,328 3172205,info@acasadiamici.com,http://www.acasadiamici.com,accoglienza,Bed and Breakfast,,,,,,,,,2,,,,"A casa di amici B&B e Guesthouse! Le due strutture si trovano al centro della città di Palermo. Gli appartamenti, arredati come musei di arte contemporanea sono curati nei minimi dettagli e offrono il massimo del comfort. Le camere sono rilassanti, spaziose e pulite. Il design con cui sono arredate le rende uniche e differenti le une dalle altre. La sala relax con altissimi tetti a volta, è il luogo dove gli ospiti in un atmosfera sobria e affascinante possono incontrarsi e rilassarsi, leggere un libro, guardare la Tv, suonare diversi strumenti musicali, tra cui chitarra, percussioni e tanti altri. La ricca colazione viene servita al mattino dalle 8:30 alle 10:00 nella breakfast room. Inoltre a vostra disposizione vi è anche una zona cucina confortevole e ben organizzata dove potrete preparare i vostri piatti preferiti. La reception è in Via Volturno n°6 ed è organizzata in base all'orario d'arrivo da voi indicato al momento della prenotazione. Dopo il check-in vi assegneremo la camera in base alla soluzione da voi scelta e vi consegneremo le chiavi così da farvi sentire a casa lontani da casa. Le opzioni di vendita delle camere sono: *standard = bagno in comune - *deluxe = bagno esterno riservato - *superior = bagno in camera",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
134,Abaco,Via Divisi,49,90133,,Palermo,"38.113017599999999,13.3650121",091/843227,,3385852671,aiovalasit@libero.it,http://www.abacoroom.it,accoglienza,Bed and Breakfast,,,,,,,,,2,2,,,,Fabio Aiovalasit,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
138,Agata,Via Roma,188,90133,,Palermo,"38.115927999999997,13.3639081",091/116581,,3479119815,zephir11475@yahoo.it,http://www.bbagata.it,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
140,Ai Cartari,Via Alessandro Paternostro,62,90133,,Palermo,"38.116525000000003,13.366129300000001",091/116372,,3475190315 - 3342098758,rosiloria@tiscali.it,http://www.aicartari.it,accoglienza,Bed and Breakfast,,,,,,,,,3,1,,,,Rosi Loria,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
145,Al Galileo Siciliano,Via Giovan Battista Odierna,40,90127,,Palermo,"38.105033900000002,13.3694518",091/163031,,3495606837 - 3207954275,info@algalileosiciliano.it,http://www.algalileosiciliano.it,accoglienza,Bed and Breakfast,,,,,,,,,3,5,,,,Giovanni Medico,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
146,Al Giardino dell'Alloro,Vicolo San Carlo,8,90133,,Palermo,"38.114918199999998,13.367403400000001",091/176904,,3382243541,info@giardinodellalloro.it,http://www.giardinodellalloro.it,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,"E' situato nel centro storico della città, all'interno del quartiere arabo della kalsa, proprio di fronte la Villa dell'Alloro, a pochi passi dai più rinomati monumenti arabo-normanni di Palermo, vicino alla Galleria regionale di Palazzo Abatellis, alla Piazza Marina con i suoi magnifici Palazzi (Palazzo Chiaramonte-Steri, Palazzo Mirto, Palazzo Fatta), alla chiesa della martarona, ai teatri, alla chiesa della Gancia, facilmente raggiungibile dalla Stazione Centrale, dal Porto e dai terminal delle linee di autobus interregionali. Definito B&B arts, perchè nelle stanze e negli spazi comuni trovano posto tele, fotografie e sculture di artisti siciliani operanti nell'ambito dei movimenti artistici contemporanei. Nel nostro bed & breakfast troverete non solo le descrizione, elegantemente arredate, con colori in tono all'idea che la stanza esprime, ma anche ampi spazi comuni ed un luminoso cortile dove viene servita la colazione e dove ci si ritrova la sera a chiacchierare con i padroni di casa.",Donatella Petronio,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
147,Al Terrazzo Fiorito,Cortile Rizzuto,1,90147,Sferracavallo,Palermo,"38.197112,13.277597",091/30036,,3339298284 - 3473594039,info@bbalterrazzo.it,http://www.bbalterrazzo.it,accoglienza,Bed and Breakfast,,,,,,,,,2,,,,"Il B&B Al Terrazzo Fiorito si trova nell'antico borgo marinaro di Sferracavallo (Km.10 dal centro storico di Palermo , a km.10 dal porto, a km. 18 dall' aereoporto ) , da sempre luogo di villeggiatura e turismo. Sferracavallo offre da sempre una vasta scelta di luoghi da visitare è che ne fanno il posto ideale per gite giornaliere di particolare interesse. Dal B&B Al Terrazzo fiorito sarà facile raggiungere mete turistiche quali Monreale, Cefalù, Erice , Imera, Segesta, Selinunte, ect . grazie ad efficienti servizi pubblici e alla sua posizione strategica. Per una vacanza di assoluto relax, Sferracavallo offre bellezze naturali ineguali come La riserva di Capo Gallo e una moltitudine piccole trattorie dove si possono gustare ottimi piatti tipici a base di frutti di mare e pesce. Il B&B fruisce di uno splendido terrazzo dove i profumi degli agrumi si mescolano quelli dei fioriche copiosi sbocciano nei numerosi vasi.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
148,Al Tribunale,Corso Alberto Amedeo,190,90138,,Palermo,"38.117769299999999,13.350836599999999",091/846660,,3202237563,altribunale@gmail.com,http://www.altribunale.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Al tribunale si trova in pieno centro di fronte il Palazzo di Giustizia, proprio a due passi dal Teatro Massimo. Grazie alla sua posizione raggiungerete a piedi tutti i posti di interesse turistico come la maestosa Cattedrale, il Palazzo dei Normanni, la Cappella Palatina, sita all'interno del palazzo stesso, il Politeama, il Mercato delle Pulci, il Mercato del Capo, il variopinto Mercato della Vucciria e tanti altri posti e monumenti che renderanno il vostro soggiorno unico ed indimenticabile. Situato al primo piano di un palazzo anni '30, è composto da 4 stanze (doppie, triple e quadruple), raffinate ed eleganti, caratterizzate da tetti a volta e pavimenti in maioliche antiche. All'interno di ciascuna stanza potrete godere di ogni confort: tv, climatizzatore e bagno in camera. Durante la stagione fredda saremo lieti di servirvi la colazione nella comoda cucina, mentre in estate potrete fruire del giardino contornato da alberi di limoni, nespole e arance in perfetto stile siciliano. Al tribunale è, inoltre, particolarmente indicato per quanti dovranno intrattenersi nel centro di Palermo per motivi di lavoro, poiché potranno raggiungere ogni destinazione con molta semplicità, sia a piedi che con i mezzi pubblici. Per tutti i nostri ospiti sarà possibile usufruire di un parcheggio convenzionato.",Matteo Ciriminna,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
149,Al Viandante,Via Dante Alighieri,54,90141,,Palermo,"38.123694700000001,13.3509783",,,3385954546,info@alviandante.com,http://www.alviandante.com,accoglienza,Bed and Breakfast,,,,,,,,,2,3,,,,Lorenza Di Dio,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
150,Alemar,Viale Principe di Scalea,52,90151,Mondello,Palermo,"38.203851999999998,13.3242172",091/254349 - 091451484,,3357638205,,,accoglienza,Bed and Breakfast,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
151,Alla Falconara,Via dei Francescani,6,90136,,Palermo,"38.118237,13.295797",091/730867,,3497593553,rinopi1@alice.it,,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
152,Alla Martorana,Via Roma,171,90133,,Palermo,"38.115575100000001,13.364259000000001",091/842578,,3402443075,info@allamartorana.it,http://www.allamartorana.it,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
154,Alvorada,Via Catalano,31,90134,,Palermo,"38.1169887,13.359336000000001",091/20644,,3806855896 - 3394189434,alvorada@live.it,,accoglienza,Bed and Breakfast,,,,,,,,,3,5,,,,Adriano Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
155,Amari 58,Via Emerico Amari,58,90139,,Palermo,"38.126273699999999,13.360474200000001",,,3287146507,info@bbamari58palermo.it,http://www.bbamari58palermo.it,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Il Bed&Breakfast Amari 58 è un moderno ed accogliente B&B situato nella strada che congiunge il Porto a piazza Ruggero Settimo dove si trova il Teatro Politeama Garibaldi. Per la sua incantevole posizione, unica e privilegiata lo rende il luogo perfetto per trascorrere le proprie vacanze o soggiorni lavorativi vivendo la città piacevolmente a piedi, tra le numerose attrazioni culturali e monumenti; Presenti nei dintorni: bar, ristoranti ed i tradizionali mercati. Ha inoltre il grande vantaggio di essere vicinissimo alla fermata dei bus turistici e da quella della navetta da e verso l'aeroporto Appena ristrutturato e dotato di ogni comfort, Amari 58 si compone di 3 belle e comode stanze da letto con bagno in camera, TV, climatizzatore, connessione Wi-Fi, tutte prospicienti sulla Via Emerico Amari, la colazione è servita tutte le mattine in una accogliente e vivace sala colazione, offriamo latte, the, caffèš, succo di frutta, cereali, torte fatte in casa, pane, marmellate. Gestita direttamente dai proprietari la struttura offre un'ospitalità cordiale e pronta a soddisfare le vostre esigenze. A richiesta gratuitamente mettiamo a disposizione degli ospiti con bambini, lettino da campeggio, riduttore wc, scalda biberon, seggiolone per la pappa.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
156,Amelie,Via Principe di Belmonte,94,90139,,Palermo,"38.124018300000003,13.3575877",091/35920,,3288654824,info@bb-amelie.it,http://www.bb-amelie.it,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Tra il Teatro Politeama Garibaldi e il Teatro Massimo di Palermo troverete il salotto di Palermo, così i palermitani chiamano la via Principe di Belmonte. Una via pedonale che vi saprà coccolare con la sua eleganza: inizia, infatti, con un profumatissimo fioraio, continua con la deliziosa Caffetteria Spinnato, per poi lasciare spazio allo shopping più sfrenato, in un susseguirsi di negozi e di esercizi commerciali tra cui il B&b Amélie. La via è un porto sicuro di Palermo popolata da un brulicare di persone durante il giorno e lusingata dalle note del pianoforte della Caffetteria di sera. E' da questa via tranquilla, sicura, ben illuminata e pulita di Palermo che inizierà il vostro tour per il centro della città! - Composizione descrizione: Il b&b Amélie è dotato di 2 camere matrimoniali con bagno in camera 2 camere con bagno privato esterno 1 camera tripla con bagno privato esterno Il B&b ha quindi 5 camere e 5 bagni per un totale di 11 posti letto.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
158,Arbaria,Vicolo Lo Casto,4,90142,Addaura,Palermo,"38.154094999999998,13.3735167",091/4284,,3939292222,arbaria@gmail.com,http://www.arbariabnb.it,accoglienza,Bed and Breakfast,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
160,Arte Palermo,Vicolo Madonna del Cassaro,7,90133,,Palermo,"38.117130199999998,13.364978600000001",091/25780,,,marjolein_wortmann@hotmail.com,http://www.palermo-bed-and-breakfast.com,accoglienza,Bed and Breakfast,,,,,,,,,1,,,,"Artepalermo è un Bed&Breakfast situato nel cuore di Palermo, all'ultimo piano di un'antica casa popolare, sensa ascensore, a pochi passi dai mercati, negozi, ristoranti, monumenti e musei. Abiterete nella casa di un'artista e potrete visitarne il laboratorio.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
280,Porta di Castro 2,Via Porta di Castro,223,90134,,Palermo,"38.110808499999997,13.3556271",091/025564,091/771577,328/2639433,bebportadicastro@gmail.com,http://www.bebportadicastro.it,accoglienza,Casa vacanze,,,,,,,,,1,6,,,2 trivani13,,,,,,,,,,,,,,,,,,,,,,,,,,,v_blue
279,Porta Carini,Via Giovan Battista Pagano,3,90134,,Palermo,"38.118482899999997,13.3539192",3476854034,091/84980,,portacarinivacanze@libero.it,http://www.casavacanzeportacarini.it,accoglienza,Casa vacanze,,,,,,,,,1,8,,,4 bivani,,,,,,,,,,,,,,,,,,,,,,,,,,,v_blue
277,Palazzo Gallo,via Francesco Guardione,77,90139,,Palermo,"38.122734199999996,13.360889500000001",091/28309,091/23563,335/8452933,info@palazzogallo.com,http://www.palazzogallo.com,accoglienza,Casa vacanze,,,,,,,,,1,9,,,3 bivani,,,,,,,,,,,,,,,,,,,,,,,,,,,v_blue
276,Ex Locanda Termini,Via Alessandro Paternostro,16,90133,,Palermo,"38.115420399999998,13.366480599999999",091/172748,091/817486,3897886893,exlocandatermini@libero.it,http://www.exlocandatermini.it,accoglienza,Casa vacanze,,,,,,,,,1,3,,,1 trivani,,,,,,,,,,,,,,,,,,,,,,,,,,,v_blue
281,Villa Cacace,Via Armida,5,90151,Mondello,Palermo,"38.198081700000003,13.327517200000001",,,3939569440,fabricacace@tiscali.it,,accoglienza,Casa vacanze,,,,,,,,,1,13,,,3 trivani; 1 quadrivani,,,,,,,,,,,,,,,,,,,,,,,,,,,v_blue
278,Palazzo Prestipino,Via San Nicolò All'Albergheria,4,90134,,Palermo,"38.111381199999997,13.3598745",091/101172,,3296891100 - 3405379546,info@palazzoprestipino.it,http://www.palazzoprestipino.it,accoglienza,Casa vacanze,,,,,,,,,1,,,,5 bivani; 1 monovano,,,,,,,,,,,,,,,,,,,,,,,,,,,v_blue
275,Casa Orioles per vacanze,Via alla Piazza dei Tedeschi,4,90134,,Palermo,"38.111428199999999,13.357242599999999",091/526890,,335/6310867,contact@casaorioles.it,http://www.casaorioles.it,accoglienza,Casa vacanze,,,,,,,,,1,,,,2 bivani,,,,,,,,,,,,,,,,,,,,,,,,,,,v_blue
274,Alla Marina di Villa Igiea,Primo Cortile Trapani,40002,90146,,Palermo,"38.154080899999997,13.334507",091/851557,091/850224,,postmaster@bagliodicalabruca.it,http://www.bagliodicalabruca.it,accoglienza,Casa vacanze,,,,,,,,,1,,,,4 bivani,,,,,,,,,,,,,,,,,,,,,,,,,,,v_blue
111,Casa Orioles,Via alla Piazza dei Tedeschi,4,90134,,Palermo,"38.111428199999999,13.357242599999999",091/526890,,3356310867,contact@casaorioles.it,http://www.casaorioles.it,accoglienza,Affittacamere,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a_blue
128,Touristhouse Mondello,Via Gallo,31,90151,Mondello,Palermo,"38.209584499999998,13.3270404",091/841275,,3389762187,mondellobaglio@libero.it,http://www.mondellobaglio.com,accoglienza,Affittacamere,,,,,,,,,1,4,,,,Giosuè Corrao,,,,,,,,,,,,,,,,,,,,,,,,,,a_blue
127,Tonnara Bordonaro,Piazza Bordonaro,9,90146,,Palermo,"38.165197300000003,13.3685226",091/372267,,3483361567,info@kursaalsrl.it - booking@kursaalsrl.it,http://www.kursaaltonnara.it,accoglienza,Affittacamere,,,,,,,,,1,4,,,,Alberto Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,a_blue
126,Sky Sleeping,Corso C. Finocchiaro Aprile,140,90138,,Palermo,"38.118573300000001,13.346941299999999",091/113581,,,booking@skysleeping.com,http://www.skysleeping.com,accoglienza,Affittacamere,,,,,,,,,3,,,,"benvenuti in Sky Sleeping Si tratta di una struttura ricettiva a 3 stelle situata in un panoramico attico di un palazzo anni '60, composto da 5 stanze (singole, doppie e triple) per un totale di n. 10 posti letto. Durante la stagione fredda saremo lieti di servirvi la colazione nella sala arancione, mentre in estate potrete fruire del panorama offerto dalla splendida terrazza antistante. Sky Sleeping si trova nella zona del Tribunale, proprio a due passi dal Teatro Massimo. Grazie alla posizione centrale del B&B raggiungerete a piedi tutti i posti di interesse turistico e folkloristico, come la maestosa Cattedrale, il Palazzo dei Normanni e la Cappella Palatina, sita all'interno del palazzo stesso, il Politeama, il Mercato delle Pulci, il Mercato del Capo, il variopinto Mercato della Vucciria e tanti altri posti e monumenti che renderanno il vostro soggiorno unico ed indimenticabile. Vi consigliamo, inoltre, di gustare alcune specialità della cucina siciliana e palermitana; non esitate, dunque, a soffermarvi in una delle molteplici pasticcerie, trattorie, rosticcerie e friggitorie che incontrerete camminando per le strade principali e per i vicoli del centro storico e che inebrieranno i vostri sensi con i profumi accattivanti della nostra gastronomia. Sky Sleeping è, inoltre, particolarmente indicato per quanti dovranno intrattenersi nel centro di Palermo per motivi di lavoro, poiché potranno raggiungere ogni destinazione con molta semplicità, sia a piedi che con i mezzi pubblici. Siamo a due passi dalle principali cliniche private palermitane. Clinica Macchiarella (150 mt), Clinica Demma (300 mt.) Clinica Noto (500 mt.) Clinica Orestano (500 mt.) Clinica Torina (500 mt.) Clinica Candela (700 mt.) Per tutti i nostri ospiti sarà possibile usufruire di un parcheggio convenzionato a pagamento all'interno dello stesso stabile.",,,,,,,,,,,,,,,,,,,,,,,,,,,a_blue
